"id","name","parent"
"30160000-8","Cartes magnétiques","30100000-0"
"30161000-5","Cartes de crédit","30160000-8"
"30162000-2","Cartes à puce","30160000-8"
"30163000-9","Cartes accréditives","30160000-8"
"30163100-0","Cartes pour l'achat de carburant","30163000-9"
"30170000-1","Étiqueteuses","30100000-0"
"30171000-8","Machines à dater ou à numéroter","30170000-1"
"30172000-5","Machines à imprimer les documents d'identité","30170000-1"
"30173000-2","Machines d'étiquetage","30170000-1"
"30174000-9","Machines à produires des étiquettes","30170000-1"
"30175000-6","Nécessaire pour lettrage","30170000-1"
"30176000-3","Titreuse manuelle","30170000-1"
"30177000-0","Machines à étiqueter automatiques","30170000-1"
"30178000-7","Machines à étiqueter semi-automatiques","30170000-1"
"30179000-4","Distributeurs d'étiquettes","30170000-1"
"30180000-4","Machines à endosser et à rédiger les chèques","30100000-0"
"30181000-1","Machines à endosser les chèques","30180000-4"
"30182000-8","Machines à rédiger les chèques","30180000-4"
"30190000-7","Machines, fournitures et équipement de bureau divers","30100000-0"
"30191000-4","Équipement de bureau, excepté les meubles","30190000-7"
"30191100-5","Équipement de classement","30191000-4"
"30191110-8","Carrousels à cartes","30191100-5"
"30191120-1","Porte-revues","30191100-5"
"30191130-4","Presse-papiers","30191100-5"
"30191140-7","Accessoires d'identification personnelle","30191100-5"
"30191200-6","Rétroprojecteurs","30191000-4"
"30191400-8","Déchiqueteuses","30191000-4"
"30192000-1","Fournitures de bureau","30190000-7"
"30192100-2","Effaceurs","30192000-1"
"30192110-5","Produits d'encrage","30192100-2"
"30192111-2","Tampons encreurs","30192110-5"
"30192112-9","Encre pour machines d'impression","30192110-5"
"30192113-6","Cartouches d'encre","30192110-5"
"30192121-5","Stylos à bille",
"30192122-2","Stylos à encre",
"30192123-9","Feutres",
"30192124-6","Stylos-feutres",
"30192125-3","Marqueurs",
"30192126-0","Stylos techniques",
"30192127-7","Porte-plumes",
"30192130-1","Crayons","30192100-2"
"30192131-8","Porte-mines","30192130-1"
"30192132-5","Mines de crayon de rechange","30192130-1"
"30192133-2","Taille-crayons","30192130-1"
"30192134-9","Porte-crayons","30192130-1"
"30192150-7","Timbres dateurs","30192100-2"
"30192151-4","Tampons à cacheter","30192150-7"
"30192152-1","Tampons numéroteurs","30192150-7"
"30192153-8","Tampons avec texte","30192150-7"
"30192154-5","Recharges pour tampons à timbrer","30192150-7"
"30192155-2","Porte-tampons de bureau","30192150-7"
"30192160-0","Correcteurs","30192100-2"
"30192170-3","Tableaux d'affichage","30192100-2"
"30192200-3","Mètres-rubans","30192000-1"
"30192300-4","Rubans encreurs","30192000-1"
"30192310-7","Rubans pour machines à écrire","30192300-4"
"30192320-0","Rubans pour imprimantes","30192300-4"
"30192330-3","Rubans et rouleaux pour calculatrices","30192300-4"
"30192340-6","Rubans pour télécopieurs","30192300-4"
"30192350-9","Rubans pour caisses enregistreuses","30192300-4"
"30192400-5","Fournitures pour reprographie","30192000-1"
"30192500-6","Transparents pour rétroprojecteurs","30192000-1"
"30192600-7","Planches à dessin","30192000-1"
"30192700-8","Papeterie","30192000-1"
"30192800-9","Étiquettes autocollantes","30192000-1"
"30192900-0","Outils de correction","30192000-1"
"30192910-3","Film ou ruban correcteur","30192900-0"
"30192920-6","Liquide correcteur","30192900-0"
"30192930-9","Stylos correcteurs","30192900-0"
"30192940-2","Recharges de stylos correcteurs","30192900-0"
"30192950-5","Effaceurs électriques","30192900-0"
"30193000-8","Organisateurs et accessoires","30190000-7"
"30193100-9","Organisateurs de tiroirs","30193000-8"
"30193200-0","Plateaux ou organisateurs pour bureau","30193000-8"
"30193300-1","Classeurs à dossiers suspendus","30193000-8"
"30193400-2","Serre-livres","30193000-8"
"30193500-3","Présentoir d'imprimés","30193000-8"
"30193600-4","Supports pour agendas ou calendriers","30193000-8"
"30193700-5","Boîte de rangement de dossiers","30193000-8"
"30193800-6","Supports de feuillets pour prise de message","30193000-8"
"30193900-7","Porte-copies","30193000-8"
"30194000-5","Fournitures pour dessin","30190000-7"
"30194100-6","Pistolets à dessin","30194000-5"
"30194200-7","Pastilles, bandes et films à dessin","30194000-5"
"30194210-0","Pastilles ou bandes à dessin","30194200-7"
"30194220-3","Films à dessin","30194200-7"
"30194300-8","Kits, ensembles et papiers à dessin","30194000-5"
"30194310-1","Kits ou ensembles à dessin","30194300-8"
"30194320-4","Papiers à dessin","30194300-8"
"30194400-9","Protections de table à dessin","30194000-5"
"30194500-0","Trace-lettres","30194000-5"
"30194600-1","Rapporteurs d'angles","30194000-5"
"30194700-2","Normographes","30194000-5"
"30194800-3","Équerres en T et triangles","30194000-5"
"30194810-6","Équerres en T","30194800-3"
"30194820-9","Triangles","30194800-3"
"30194900-4","Rabats de protection de plans de travail","30194000-5"
"30195000-2","Tableaux","30190000-7"
"30195100-3","Plannings muraux ou accessoires","30195000-2"
"30195200-4","Tableaux-copieurs électroniques ou accessoires","30195000-2"
"30195300-5","Fournitures de bureau ou accessoires","30195000-2"
"30195400-6","Tableaux effaçables à sec ou accessoires","30195000-2"
"30195500-7","Tableaux ou accessoires","30195000-2"
"30195600-8","Tableaux d'affichage ou accessoires","30195000-2"
"30195700-9","Kits de nettoyage de tableaux ou accessoires","30195000-2"
"30195800-0","Supports ou rails d'accrochage","30195000-2"
"30195900-1","Tableaux blancs et tableaux magnétiques","30195000-2"
"30195910-4","Tableaux blancs","30195900-1"
"30195911-1","Accessoires pour tableaux blancs","30195910-4"
"30195912-8","Présentoirs pour tableaux blancs","30195910-4"
"30195913-5","Présentoirs pour tableaux à feuilles mobiles","30195910-4"
"30195920-7","Tableaux magnétiques","30195900-1"
"30195921-4","Effaceurs pour tableaux magnétiques","30195920-7"
"30196000-9","Systèmes de planification","30190000-7"
"30196100-0","Plannings de réunions","30196000-9"
"30196200-1","Carnets de rendez-vous ou recharges","30196000-9"
"30196300-2","Boîtes à suggestions","30196000-9"
"30197000-6","Petit matériel de bureau","30190000-7"
"30197100-7","Agrafes, pointes, punaises","30197000-6"
"30197110-0","Agrafes","30197100-7"
"30197120-3","Pointes","30197100-7"
"30197130-6","Punaises","30197100-7"
"30197200-8","Classeurs à anneaux et trombones","30197000-6"
"30197210-1","Classeurs à anneaux","30197200-8"
"30197220-4","Trombones à papier","30197200-8"
"30197221-1","Sébiles à trombones","30197220-4"
"30197300-9","Ouvre-lettres, agrafeuses et perforateurs à trous","30197000-6"
"30197310-2","Ouvre-lettres","30197300-9"
"30197320-5","Agrafeuses","30197300-9"
"30197321-2","Dégrafeuses","30197320-5"
"30197330-8","Perforateurs à trous","30197300-9"
"30197400-0","Éponge à humecter les timbres","30197000-6"
"30197500-1","Cire à cacheter","30197000-6"
"30197510-4","Accessoires pour cire à cacheter","30197500-1"
"30197600-2","Papier et carton traités","30197000-6"
"30197610-5","Papier et carton assemblés","30197600-2"
"30197620-8","Papier à écrire","30197600-2"
"30197621-5","Bloc de feuilles pour tableaux à feuilles mobiles","30197620-8"
"30197630-1","Papier d'impression","30197600-2"
"30197640-4","Papier autocopiant ou autre papier à copies","30197600-2"
"30197641-1","Papier thermographique","30197640-4"
"30197642-8","Papier pour photocopie et papier pour xérographie","30197640-4"
"30197643-5","Papier pour photocopie","30197640-4"
"30197644-2","Papier pour xérographie","30197640-4"
"30197645-9","Carte pour impression","30197640-4"
"30198000-3","Machines de loterie","30190000-7"
"30198100-4","Machines à sous","30198000-3"
"30199000-0","Articles de papeterie et autres articles en papier","30190000-7"
"30199100-1","Papier carbone, papier autocopiant, papier stencil et papier non carboné","30199000-0"
"30199110-4","Papier carbone","30199100-1"
"30199120-7","Papier autocopiant","30199100-1"
"30199130-0","Papier non carboné","30199100-1"
"30199140-3","Papier stencil","30199100-1"
"30199200-2","Enveloppes, cartes-lettres et cartes postales non illustrées","30199000-0"
"30199210-5","Cartes-lettres","30199200-2"
"30199220-8","Cartes postales non illustrées","30199200-2"
"30199230-1","Enveloppes","30199200-2"
"30199240-4","Kit d'expédition de courrier","30199200-2"
"30199300-3","Papier estampé ou perforé","30199000-0"
"30199310-6","Papier d'impression estampé ou perforé","30199300-3"
"30199320-9","Papier à lettres estampé ou perforé","30199300-3"
"30199330-2","Papier en continu pour imprimantes d'ordinateurs","30199300-3"
"30199340-5","Formulaires en continu","30199300-3"
"30199400-4","Papier gommé ou adhésif","30199000-0"
"30199410-7","Papier autocollant","30199400-4"
"30199500-5","Boîtes-classeurs, classe-lettres, boîtes de rangement et articles similaires","30199000-0"
"30199600-6","Intercalaires de papeterie","30199000-0"
"30199700-7","Articles de papeterie imprimés, excepté les formulaires","30199000-0"
"30199710-0","Enveloppes imprimées","30199700-7"
"30199711-7","Enveloppes à fenêtre imprimées","30199710-0"
"30199712-4","Enveloppes sans fenêtre imprimées","30199710-0"
"30199713-1","Enveloppes pour radiographies imprimées","30199710-0"
"30199720-3","Papier à lettres","30199700-7"
"30199730-6","Cartes de visite","30199700-7"
"30199731-3","Porte-cartes professionnelles","30199730-6"
"30199740-9","Papillons","30199700-7"
"30199750-2","Coupons","30199700-7"
"30199760-5","Étiquettes","30199700-7"
"30199761-2","Étiquettes à codes-barres","30199760-5"
"30199762-9","Étiquettes pour bagages","30199760-5"
"30199763-6","Etiquettes antivol","30199760-5"
"30199770-8","Chèques-repas","30199700-7"
"30199780-1","Sous-main","30199700-7"
"30199790-4","Tableaux horaires","30199700-7"
"30199791-1","Emplois du temps muraux","30199790-4"
"30199792-8","Calendriers","30199790-4"
"30199793-5","Supports d'agendas","30199790-4"
"30200000-1","Matériel et fournitures informatiques","30000000-9"
"30210000-4","Machines de traitement des données (matériel)","30200000-1"
"30211000-1","Unité centrale de traitement","30210000-4"
"30211100-2","Superordinateur","30211000-1"
"30211200-3","Matériel pour unité centrale","30211000-1"
"30211300-4","Plates-formes informatiques","30211000-1"
"30211400-5","Configurations informatiques","30211000-1"
"30211500-6","Unité centrale de traitement (CPU)","30211000-1"
"30212000-8","Matériel pour mini-ordinateurs","30210000-4"
"30212100-9","Unités centrales pour mini-ordinateurs","30212000-8"
"30213000-5","Ordinateurs personnels","30210000-4"
"30213100-6","Ordinateurs portables","30213000-5"
"30213200-7","Ordinateur tablette","30213000-5"
"30213300-8","Ordinateur de bureau","30213000-5"
"30213400-9","Unités centrales pour ordinateurs personnels","30213000-5"
"30213500-0","Ordinateurs de poche","30213000-5"
"30214000-2","Postes de travail","30210000-4"
"30215000-9","Matériel pour micro-ordinateurs","30210000-4"
"30215100-0","Unités centrales pour micro-ordinateurs","30215000-9"
"30216000-6","Lecteurs magnétiques ou optiques","30210000-4"
"30216100-7","Lecteurs optiques","30216000-6"
"30216110-0","Scanners informatiques","30216100-7"
"30216120-3","Matériel de reconnaissance optique de caractères","30216100-7"
"30216130-6","Lecteurs de codes-barres","30216100-7"
"30216200-8","Lecteurs de cartes magnétiques","30216000-6"
"30216300-9","Lecteurs de cartes perforées","30216000-6"
"30220000-7","Matériel de cartographie numérique","30200000-1"
"30221000-4","Plans cadastraux numériques","30220000-7"
"30230000-0","Matériel informatique","30200000-1"
"30231000-7","Écrans et consoles d'ordinateurs","30230000-0"
"30231100-8","Terminaux informatiques","30231000-7"
"30231200-9","Consoles","30231000-7"
"30231300-0","Écrans de visualisation","30231000-7"
"30231310-3","Écrans plats","30231300-0"
"30231320-6","Moniteurs à écran tactile","30231300-0"
"30232000-4","Périphériques (appareils)","30230000-0"
"30232100-5","Imprimantes et traceurs","30232000-4"
"30232110-8","Imprimantes laser","30232100-5"
"30232120-1","Imprimantes matricielles","30232100-5"
"30232130-4","Imprimantes graphiques couleur","30232100-5"
"30232140-7","Traceurs","30232100-5"
"30232150-0","Imprimantes à jet d'encre","30232100-5"
"30232600-0","Codeurs","30232000-4"
"30232700-1","Unité centrale de commande","30232000-4"
"30233000-1","Unités de mémoire et de lecture","30230000-0"
"30233100-2","Unités de mémoire","30233000-1"
"30233110-5","Unités de mémoire à carte magnétique","30233100-2"
"30233120-8","Unités de mémoire à bande magnétique","30233100-2"
"30233130-1","Unités de mémoire à disque magnétique","30233100-2"
"30233131-8","Unités de disques souples","30233130-1"
"30233132-5","Unités de disque dur","30233130-1"
"30233140-4","Unités de mémoire à accès sélectif (MAS)","30233100-2"
"30233141-1","Matrice redondante de disques indépendants (RAID)","30233140-4"
"30233150-7","Unités de disque optique","30233100-2"
"30233151-4","Lecteur et/ou graveur de CD","30233150-7"
"30233152-1","Lecteur et/ou graveur de DVD","30233150-7"
"30233153-8","Lecteur et/ou graveur de CD et de DVD","30233150-7"
"30233160-0","Dérouleurs en continu","30233100-2"
"30233161-7","Matériel de manipulation de cassettes","30233160-0"
"30233170-3","Carrousels","30233100-2"
"30233180-6","Dispositifs de stockage à mémoire flash","30233100-2"
"30233190-9","Contrôleur de disques","30233100-2"
"30233300-4","Lecteurs de cartes à puce","30233000-1"
"30233310-7","Lecteurs d'empreintes digitales","30233300-4"
"30233320-0","Lecteurs combinés de cartes à puces et d'empreintes digitales","30233300-4"
"30234000-8","Supports de mémoire","30230000-0"
"30234100-9","Disque magnétique","30234000-8"
"30234200-0","Disques optiques","30234000-8"
"30234300-1","Disques compacts (CD)","30234000-8"
"30234400-2","Disques numériques polyvalents (DVD)","30234000-8"
"30234500-3","Supports de stockage à mémoire","30234000-8"
"30234600-4","Mémoire flash","30234000-8"
"30234700-5","Bandes magnétiques","30234000-8"
"30236000-2","Matériel informatique divers","30230000-0"
"30236100-3","Matériel d'extension de mémoire","30236000-2"
"30236110-6","Mémoire vive (RAM)","30236100-3"
"30236111-3","Mémoire vive dynamique (DRAM)","30236110-6"
"30236112-0","Mémoire vive statique (SRAM)","30236110-6"
"30236113-7","Mémoire vive dynamique synchrone (SDRAM)","30236110-6"
"30236114-4","Mémoire vive dynamique en bus (RDRAM)","30236110-6"
"30236115-1","Mémoire vive graphique synchrone (SGRAM)","30236110-6"
"30236120-9","Mémoire morte (ROM)","30236100-3"
"30236121-6","Mémoire morte programmable (PROM)","30236120-9"
"30236122-3","Mémoire morte reprogrammable (EPROM)","30236120-9"
"30236123-0","Mémoire morte reprogrammable électroniquement (EEPROM)","30236120-9"
"30236200-4","Matériel de traitement de données","30236000-2"
"30237000-9","Pièces, accessoires et fournitures pour ordinateurs","30230000-0"
"30237100-0","Parties et pièces d'ordinateurs","30237000-9"
"30237110-3","Interfaces de réseau","30237100-0"
"30237120-6","Bornes d'entrée","30237100-0"
"30237121-3","Ports infrarouges de série","30237120-6"
"30237130-9","Cartes informatiques","30237100-0"
"30237131-6","Cartes électroniques","30237130-9"
"30237132-3","Bus série universel (USB)","30237130-9"
"30237133-0","Adaptateurs et interfaces PCMCIA (Personal Computer Memory Card International Association)","30237130-9"
"30237134-7","Cartes accélératrices graphiques","30237130-9"
"30237135-4","Cartes d'interface réseau","30237130-9"
"30237136-1","Cartes audio","30237130-9"
"30237140-2","Cartes mères","30237100-0"
"30237200-1","Accessoires informatiques","30237000-9"
"30237210-4","Écrans antireflet","30237200-1"
"30237220-7","Tapis de souris","30237200-1"
"30237230-0","Caches","30237200-1"
"30237240-3","Caméra web","30237200-1"
"30237250-6","Accessoires de nettoyage pour ordinateur","30237200-1"
"30237251-3","Kits de nettoyage pour ordinateur","30237250-6"
"30237252-0","Aspirateurs pneumatiques pressurisés","30237250-6"
"30237253-7","Housses pour matériel informatique","30237250-6"
"30237260-9","Arbres de montage mural pour moniteurs","30237200-1"
"30237270-2","Mallettes de transport d'ordinateur portable","30237200-1"
"30237280-5","Accessoires d'alimentation","30237200-1"
"30237290-8","Appuie-poignets pour clavier","30237200-1"
"30237295-3","Protège-claviers","30237290-8"
"30237300-2","Fournitures informatiques","30237000-9"
"30237310-5","Cartouches de polices de caractères pour imprimantes","30237300-2"
"30237320-8","Disquettes","30237300-2"
"30237330-1","Cartouches de bandes audionumériques (DAT)","30237300-2"
"30237340-4","Cartouches de bandes linéaires numériques (DLT)","30237300-2"
"30237350-7","Chargeurs de données","30237300-2"
"30237360-0","Cartouches de bandes linéaires ouvertes (LTO)","30237300-2"
"30237370-3","Cartouches d'enregistrement","30237300-2"
"30237380-6","CD-ROM","30237300-2"
"30237400-3","Accessoires de saisie de données","30237000-9"
"30237410-6","Souris d'ordinateur","30237400-3"
"30237420-9","Manches à balai","30237400-3"
"30237430-2","Photostyles","30237400-3"
"30237440-5","Boules de commande","30237400-3"
"30237450-8","Tablettes graphiques","30237400-3"
"30237460-1","Claviers d'ordinateurs","30237400-3"
"30237461-8","Claviers programmables","30237460-1"
"30237470-4","Claviers braille","30237400-3"
"30237475-9","Capteurs électriques","30237470-4"
"30237480-7","Unités d'entrée","30237400-3"
"30238000-6","Matériel d'automatisation de bibliothèque","30230000-0"
"31000000-6","Machines, appareils, équipements et consommables électriques; éclairage","30000000-9"
"31100000-7","Moteurs, générateurs et transformateurs électriques","31000000-6"
"31110000-0","Moteurs électriques","31100000-7"
"31111000-7","Adaptateurs","31110000-0"
"31120000-3","Générateurs","31100000-7"
"31121000-0","Groupes électrogènes","31120000-3"
"31121100-1","Groupes électrogènes à moteur à allumage par compression","31121000-0"
"31121110-4","Convertisseurs","31121100-1"
"31121111-1","Convertisseurs électriques rotatifs","31121110-4"
"31121200-2","Groupes électrogènes à moteurs à allumage par étincelle","31121000-0"
"31121300-3","Aérogénérateurs","31121000-0"
"31121310-6","Éoliennes","31121300-3"
"31121320-9","Turbines éoliennes","31121300-3"
"31121330-2","Générateurs à turbines éoliennes","31121300-3"
"31121331-9","Rotors de turbine","31121330-2"
"31121340-5","Ferme éolienne","31121300-3"
"31122000-7","Groupes générateurs","31120000-3"
"31122100-8","Piles à combustible","31122000-7"
"31124000-1","Générateur à turbine à vapeur et appareillage","31120000-3"
"31124100-2","Générateurs à turbines","31124000-1"
"31124200-3","Appareils de commande de générateurs à turbines","31124000-1"
"31126000-5","Dynamos","31120000-3"
"31127000-2","Générateur de secours","31120000-3"
"31128000-9","Turbogénérateur","31120000-3"
"31130000-6","Alternateurs","31100000-7"
"31131000-3","Moteurs monophasés","31130000-6"
"31131100-4","Actionneurs","31131000-3"
"31131200-5","Anodes","31131000-3"
"31132000-0","Moteurs polyphasés","31130000-6"
"31140000-9","Tours de refroidissement","31100000-7"
"31141000-6","Refroidisseurs d'eau","31140000-9"
"31150000-2","Ballast pour lampes ou tubes à décharge","31100000-7"
"31151000-9","Convertisseurs statiques","31150000-2"
"31153000-3","Redresseurs","31150000-2"
"31154000-0","Sources d'alimentation électrique ininterruptible","31150000-2"
"31155000-7","Onduleurs","31150000-2"
"31156000-4","Alimentation interruptible en courant","31150000-2"
"31157000-1","Inducteurs","31150000-2"
"31158000-8","Chargeurs","31150000-2"
"31158100-9","Chargeurs de batterie","31158000-8"
"31158200-0","Compresseur d'alimentation","31158000-8"
"31158300-1","Turbocompresseur","31158000-8"
"31160000-5","Pièces pour moteurs, générateurs et transformateurs électriques","31100000-7"
"31161000-2","Pièces pour moteurs et générateurs électriques","31160000-5"
"31161100-3","Systèmes d'excitation","31161000-2"
"31161200-4","Systèmes de refroidissement de gaz","31161000-2"
"31161300-5","Rotors de générateurs","31161000-2"
"31161400-6","Systèmes d'eau primaire","31161000-2"
"31161500-7","Systèmes d'huile d'étanchéité","31161000-2"
"31161600-8","Systèmes d'eau de refroidissement de stators","31161000-2"
"31161700-9","Pièces de générateurs de vapeur","31161000-2"
"31161800-0","Pièces pour générateurs de gaz","31161000-2"
"31161900-1","Systèmes de réglage de tension","31161000-2"
"31162000-9","Pièces de transformateurs, d'inducteurs et de convertisseurs statiques","31160000-5"
"31162100-0","Pièces de condenseurs","31162000-9"
"31170000-8","Transformateurs","31100000-7"
"31171000-5","Transformateurs à diélectrique liquide","31170000-8"
"31172000-2","Transformateurs de tension","31170000-8"
"31173000-9","Transformateur de mesure","31170000-8"
"31174000-6","Transformateurs d'alimentation","31170000-8"
"31200000-8","Appareils de distribution et de commande électriques","31000000-6"
"31210000-1","Appareils électriques de commutation ou de protection de circuits électriques","31200000-8"
"31211000-8","Tableaux et boîtes à fusibles","31210000-1"
"31211100-9","Tableaux de commande électriques","31211000-8"
"31211110-2","Tableaux de contrôle","31211100-9"
"31211200-0","Boîtes à fusibles","31211000-8"
"31211300-1","Fusibles","31211000-8"
"31211310-4","Coupe-circuits","31211300-1"
"31211320-7","Blocs à fusibles","31211300-1"
"31211330-0","Fils fusibles","31211300-1"
"31211340-3","Douilles de fusibles","31211300-1"
"31212000-5","Disjoncteurs","31210000-1"
"31212100-6","Disjoncteurs suspendus","31212000-5"
"31212200-7","Testeurs de circuits","31212000-5"
"31212300-8","Coupe-circuits magnétiques","31212000-5"
"31212400-9","Coupe-circuits miniatures","31212000-5"
"31213000-2","Équipement de distribution","31210000-1"
"31213100-3","Boîtes de distribution","31213000-2"
"31213200-4","Transformateurs de distribution","31213000-2"
"31213300-5","Boîtiers de distribution par câble","31213000-2"
"31213400-6","Système de distribution","31213000-2"
"31214000-9","Appareillage de commutation","31210000-1"
"31214100-0","Interrupteurs","31214000-9"
"31214110-3","Sectionneurs","31214100-0"
"31214120-6","Interrupteur de mise à la terre","31214100-0"
"31214130-9","Interrupteurs de sécurité","31214100-0"
"31214140-2","Commandes d'intensité d'éclairage","31214100-0"
"31214150-5","Interrupteurs à tambour","31214100-0"
"31214160-8","Interrupteurs à pression","31214100-0"
"31214170-1","Interrupteurs à lÉvier","31214100-0"
"31214180-4","Interrupteurs à glissière","31214100-0"
"31214190-7","Interrupteurs de fin de course","31214100-0"
"31214200-1","Déconnecteur","31214000-9"
"31214300-2","Appareillage de commutation pour l'extérieur","31214000-9"
"31214400-3","Sectionneur à fusible","31214000-9"
"31214500-4","Tableaux électriques","31214000-9"
"31214510-7","Tableaux de distribution","31214500-4"
"31214520-0","Tableau moyenne tension","31214500-4"
"31215000-6","Limiteurs de tension","31210000-1"
"31216000-3","Parafoudre","31210000-1"
"31216100-4","Équipement de protection contre la foudre","31216000-3"
"31216200-5","Paratonnerre","31216000-3"
"31217000-0","Limiteurs de surcharge","31210000-1"
"31218000-7","Barres omnibus","31210000-1"
"31219000-4","Boîtiers de protection","31210000-1"
"31220000-4","Composants de circuits électriques","31200000-8"
"31221000-1","Relais électriques","31220000-4"
"31221100-2","Relais de puissance","31221000-1"
"31221200-3","Relais polyvalents","31221000-1"
"31221300-4","Relais à douille","31221000-1"
"31221400-5","Relais à tension alternative","31221000-1"
"31221500-6","Relais au mercure","31221000-1"
"31221600-7","Relais retardés","31221000-1"
"31221700-8","Relais de surcharge","31221000-1"
"31223000-5","Douilles","31220000-4"
"31224000-2","Connexions et éléments de contact","31220000-4"
"31224100-3","Fiches et prises de courant","31224000-2"
"31224200-4","Connecteurs coaxiaux","31224000-2"
"31224300-5","Boîtes de raccordement","31224000-2"
"31224400-6","Câbles de connexion","31224000-2"
"31224500-7","Bornes","31224000-2"
"31224600-8","Atténuateurs","31224000-2"
"31224700-9","Boîtes de jonction","31224000-2"
"31224800-0","Kits de raccordement de câbles","31224000-2"
"31224810-3","Câbles prolongateurs","31224800-0"
"31230000-7","Pièces pour appareils de distribution ou de commande électrique","31200000-8"
"31300000-9","Fils et câbles isolés","31000000-6"
"31310000-2","Canalisations","31300000-9"
"31311000-9","Connexions de réseau","31310000-2"
"31320000-5","Câbles de distribution électrique","31300000-9"
"31321000-2","Lignes électriques","31320000-5"
"31321100-3","Lignes électriques aériennes","31321000-2"
"31321200-4","Câble basse et moyenne tension","31321000-2"
"31321210-7","Câble basse tension","31321200-4"
"31321220-0","Câble moyenne tension","31321200-4"
"31321300-5","Câble haute tension","31321000-2"
"31321400-6","Câble subaquatique","31321000-2"
"31321500-7","Câble sous-marin","31321000-2"
"31321600-8","Câble blindé","31321000-2"
"31321700-9","Câble de signalisation","31321000-2"
"31330000-8","Câbles coaxiaux","31300000-9"
"31340000-1","Accessoires de câble, isolés","31300000-9"
"31341000-8","Bobines de câbles, isolées","31340000-1"
"31342000-5","Embranchements de câbles, isolés","31340000-1"
"31343000-2","Jonctions de câbles, isolées","31340000-1"
"31344000-9","Serre-garnitures de câbles, isolées","31340000-1"
"31350000-4","Conducteurs électriques pour données et contrôle","31300000-9"
"31351000-1","Conducteurs électriques pour systèmes de contrôle d'accès","31350000-4"
"31400000-0","Accumulateurs, piles et batteries primaires","31000000-6"
"31410000-3","Piles primaires","31400000-0"
"31411000-0","Piles alcalines","31410000-3"
"31420000-6","Batteries primaires","31400000-0"
"31421000-3","Batteries au plomb","31420000-6"
"31422000-0","Groupes de batteries","31420000-6"
"31430000-9","Accumulateurs électriques","31400000-0"
"31431000-6","Accumulateurs au plomb","31430000-9"
"31432000-3","Accumulateurs au nickel-cadmium","31430000-9"
"31433000-0","Accumulateurs au nickel-fer","31430000-9"
"31434000-7","Accumulateurs au lithium","31430000-9"
"31440000-2","Batteries","31400000-0"
"31500000-1","Appareils d'éclairage et lampes électriques","31000000-6"
"31510000-4","Lampes électriques à incandescence","31500000-1"
"31511000-1","Phares scellés","31510000-4"
"31512000-8","Lampes à incandescence à halogène","31510000-4"
"31512100-9","Ampoules halogène, linéaires","31512000-8"
"31512200-0","Ampoules halogène, bicontact","31512000-8"
"31512300-1","Ampoules halogène, dichroïques","31512000-8"
"31514000-2","Lampes à décharge","31510000-4"
"31515000-9","Émetteurs ultraviolets","31510000-4"
"31516000-6","Émetteurs infrarouges","31510000-4"
"31517000-3","Lampes à arc","31510000-4"
"31518000-0","Feux de signalisation","31510000-4"
"31518100-1","Projecteurs","31518000-0"
"31518200-2","Matériel d'éclairage de secours","31518000-0"
"31518210-5","Lampes-tempête","31518200-2"
"31518220-8","Bâton lumineux","31518200-2"
"31518300-3","Luminaires de toiture","31518000-0"
"31518500-5","Lampes à vapeur de mercure","31518000-0"
"31518600-6","Projecteurs orientables","31518000-0"
"31519000-7","Lampes à incandescence et lampes au néon","31510000-4"
"31519100-8","Lampes à incandescence","31519000-7"
"31519200-9","Lampes au néon","31519000-7"
"31520000-7","Lampes et appareils d'éclairage","31500000-1"
"31521000-4","Lampes","31520000-7"
"31521100-5","Lampes de bureau","31521000-4"
"31521200-6","Lampadaires","31521000-4"
"31521300-7","Lampes électriques portatives","31521000-4"
"31521310-0","Avertisseurs lumineux","31521300-7"
"31521320-3","Torches","31521300-7"
"31521330-6","Lampes électriques portatives rechargeables","31521300-7"
"31522000-1","Lampes décoratives pour arbres de Noël","31520000-7"
"31523000-8","Enseignes et plaques indicatrices lumineuses","31520000-7"
"31523100-9","Enseignes au néon","31523000-8"
"31523200-0","Panneaux à messages permanents","31523000-8"
"31523300-1","Plaques indicatrices lumineuses","31523000-8"
"31524000-5","Plafonniers ou appliques murales","31520000-7"
"31524100-6","Appareils d'éclairage à fixer au plafond","31524000-5"
"31524110-9","Scialytiques","31524100-6"
"31524120-2","Plafonniers","31524100-6"
"31524200-7","Accessoires d'appliques murales","31524000-5"
"31524210-0","Appliques murales","31524200-7"
"31527000-6","Spots","31520000-7"
"31527200-8","Éclairage extérieur","31527000-6"
"31527210-1","Lanternes","31527200-8"
"31527260-6","Systèmes d'éclairage","31527200-8"
"31527270-9","Éclairage de quai","31527200-8"
"31527300-9","Éclairage domestique","31527000-6"
"31527400-0","Eclairages sous-marin","31527000-6"
"31530000-0","Pièces de lampes et d'appareils d'éclairage","31500000-1"
"31531000-7","Ampoules","31530000-0"
"31531100-8","Tubes d'éclairage","31531000-7"
"31532000-4","Pièces de lampes et accessoires d'éclairage","31530000-0"
"31532100-5","Lampes à tube","31532000-4"
"31532110-8","Lampes à tube fluorescent","31532100-5"
"31532120-1","Lampes à tube fluorescent compactes","31532100-5"
"31532200-6","Lampes annulaires","31532000-4"
"31532210-9","Lampes annulaires fluorescentes","31532200-6"
"31532300-7","Lampes globe","31532000-4"
"31532310-0","Lampes globe fluorescentes compactes","31532300-7"
